43,EMCS,หจก.,สมพงษ์มอเตอร์คาร์ส,301/5 ซ.ประสานสารบรรณ ถ.ดินแดง แขวงดินแดง,เขตดินแดง,กทม.,"02-6433812,02-6433815",
44,EMCS ,บจ.,ธนพลเซอร์วิส แอนด์ การาจ,,,5021 ซอยประชาสงเคราะห์ 23 แขวงดินแดง,เขตดินแดง,กทม.,"02-277-9887,02-275-9659",
45,EMCS,หจก.,ลักกี้ การาจ,15 ซ.สามเสนใน 21 แขวงถนนนครชัยศรี,เขตดุสิต,กทม.,"02-241-5494,02-241-1987,02-669-2613",
46,EMCS,บจ.,ภัทรวดี 999 เซอร์วิส,61/14 ซ.สวนแดน ถ.ชัยพฤกษ์ - สวนผัก แขวงตลิ่งชัน,เขตตลิ่งชัน,กทม.,02-882-2869,
48,EMCS,บจ.,หญิงรวย การาจ 2009,20/20 หมู่ 11 แขวงบางพรม,เขตตลิ่งชัน,กทม.,"02-411-4959,086-575-1247,089-813-0945",
49,EMCS,อู่,อมรชัยยนต์,139 ถ.สวนผัก แขวงศาลาธรรมสพน์,เขตทวีวัฒนา,กทม.,"02-448-0490, 081-734-4373",
51,EMCS,บจ.,โสฬส คาร์เซอร์วิส,723/12 ม.1 ถ.ประชาอุทิศ69 แขวงทุ่งครุ,เขตทุ่งครุ,กทม.,"02-873-5073 , 02-873-4268 , 081-334-1780",
52,EMCS,อู่,วัชระเซอร์วิส,247 ซอยประชาอุทิศ 69 แขวงบางมด,เขตทุ่งครุ,กทม.,"02-464-3152 ,02-427-3333",
53,EMCS,อู่,วิชิตยนต์,102 ซ.พุทธบูชา 39 ถ.พุทธบูชา แขวงบางมด,เขตทุ่งครุ,กทม.,"02-869-3601 , 02-870-7790",
54,EMCS,บจ.,แอล แอล ซี ออโต้ เซอร์วิส,114/41 หมู่ที่ 2 ถนนประชาอุทิศ เขตทุ่งครุ,เขตทุ่งครุ,กทม.,02-819-0026-7,
55,,หจก.,เอช เอช การาจ,39 หมู่ 3 ซ.พุทธบูชา 33 ถ.พุทธบูชา แขวงบางมด,เขตทุ่งครุ,กทม.,"02-869-3743 ,085-997-3099",
56,EMCS,อู่,พรทวียนต์,221 ถ.เทอดไทย แขวงบางยี่เรือ,เขตธนบุรี,กทม.,02-466-3997,
57,EMCS,บจ.,มหาธน ออโต้ เซอร์วิส,31/17 หมู่ 2 ซอยรามอินทรา แขวงอนุสาวรีย์,เขตบางเขน,กทม.,02-522-6166-8,
58,EMCS,บจ.,เจ.อาร์. คาร์โมดิไฟด์,83/19 ซ. รามอินทรา 39 แขวงอนุสาวรีย์,เขตบางเขน,กทม.,02-973-1201-5,
59,EMCS,อู่,เล็กเชาว์การช่าง,27/36 ถ.รามอินทรา กม.2,เขตบางเขน,กทม.,"02-522-2201 , 02-522-2630",
60,EMCS,อู่,หจก. 2 เค มอเตอร์ ชัวร์,49/322 ม.3 ซ.พหลโยธิน 48 แขวงอนุสาวรีย์,เขตบางเขน,กทม.,02-970-7871,
62,EMCS,บจ.,จักรพันธ์ การาจ จํากัด (อู่กลาง),109/15 หมู่1 ถ.เพชรเกษม แขวงบางไผ่,เขตบางแค,กทม.,02-803-0463,
63,EMCS,บจ.,ธนิตยนต์ บอดี้ชอพ,40/38 ม.1 ซ.เพชรเกษม 92/2 แขวงบางแคเหนือ,เขตบางแค,กทม.,"02-454-4918 , 02-454-6684",
64,EMCS,หจก.,เทพประสิทธิ์ ควอลิตี้ ออโต้ การาจ,48/182 ม.4 ถ.สุขาภิบาล 1 แขวงบางแค,เขตบางแค,กทม.,"02-801-0270 , 081-931-7897",
65,EMCS,หจก.,ธนารุ่งเรือง เซอร์วิส,45-45/1 ม.1 ถ.สุขาภิบาล 1 แขวงบางแค,เขตบางแค,กทม.,"02-455-9158, 02-4559916",
68,EMCS,หสม.,ท.การช่าง,99/17 หมู่ ถ.จรัญสนิทวงศ์ 13 แขวงบางไผ่,เขตบางแค,กทม.,"02-410-3337,02-410-3182"
69,EMCS,อู่,เล็กการช่าง (1999),674 ถ.จรัญสนิทวงศ์ 3 (ตรงข้ามวัดท่าพระ),เขตบางกอกใหญ่,กทม.,"02-467-0954 , 02-868-2921"
70,EMCS,อู่,กุลพัฒน์การาจ,129/97 ซ.เพชรเกษม 9 ถนนเพชรเกษม แขวงวัดท่าพระ,เขตบางกอกใหญ่,กทม.,02-457-9372,
72,EMCS,บจ.,117 เซอร์วิส,62 ซ.ลาดพร้าว 117 ถ.ลาดพร้าว แขวงคลองจั่น,เขตบางกะปิ,กทม.,02-378-1005-6
73,EMCS,บจ.,เจริญพงษ์ออโต้คาร์,1 ถ.รามคําแหง แขวงหัวหมาก,เขตบางกะปิ,กทม.,"02-319-3175 , 02-732-3054 , 02-314-1484",
75,EMCS,บจ.,ถาวรมงคล,139 ม.2 ถ.ลาดพร้าว คลองจั่น,เขตบางกะปิ,กทม.,02-377-4177-8
76,EMCS,หจก.,อินทรา การาจ,93/2 ซ.โยธินพัฒนา 3 ถ.โยธินพัฒนา แขวงคลองจั่น 0,เขตบางกะปิ,กทม.,"02-932-1992-3 , 083-399-9885"
77,EMCS,บจ.,เกรียงไกร การาจ,6138 ซ.ลาดพร้าว 101 แขวงคลองจั่น,เขตบางกะปิ,กทม.,"02-946-8637 , 02-510-0288",
80,EMCS,อู่,สิทธิโชค 87,893 ซ.ลาดพร้าว 87 (จันทราสุข) แขวงคลองจั่น,เขตบางกะปิ,กทม.,"02-530-5293-4 ,081-314-0098"
81,EMCS,บจ.,แพค การาจ,150 ซ.โยธินพัฒนา ถ.ลาดพร้าว แขวงคลองจั่น,เขตบางกะปิ,กทม.,0-2932-0448
82,EMCS,บจ.,เอส.ที.สมาร์ท เซอร์วิส,59 ซ.โพธิ์แก้ว 3 แขวงคลองจั่น,เขตบางกะปิ,กทม.,"02-5091318,02-509-1325",
84,EMCS,บจ.,นําทรัพย์ การาจ,31/24 ม.4 ถ.บางกระดี่ แขวงแสมดํา,เขตบางขุนเทียน,กทม.,02-452-2661-2
85,EMCS,บจ.,พรีเมียร์ ออโต้คาร์,2/55 ม.1 ถ.สะแกงาม 30 แขวงแสมดํา,เขตบางขุนเทียน,กทม.,"02-451-5949,02-451-5945"
86,,หจก.,เค เจ การาจ,47/538 ม.5 ถ.พระราม 2 แขวงแสมดํา,เขตบางขุนเทียน,กทม.,"02-451-3266 , 081-827-9823"
87,EMCS,หจก.,อู่ ชายออโต้ เซอร์วิส,4/939 หมู่ที่ 5 ถ.พระราม 2 แขวงแสมดํา,เขตบางขุนเทียน,กทม.,"02-451-7118,083-784-9238,085-225-3723",
88,EMCS, บจ., คาร์เซอร์เคิล แอนด์ เซอร์วิส,,,6/117 ถ.สะแกงามซอย16 แขวงแสมดํา,เขตบางขุนเทียน,กทม.,"0-2451-6927-8,02-451-6334",
89,EMCS,บจ.,จิระ คาร์บอดี้เซอร์วิส(อู่กลาง),135 ถ.พระราม 3,เขตบางคอแหลม,กทม.,"02-291-0199,02-291-1290",
90,EMCS,บจ.,ซี พี เค การาจ,74 ซ.จันทน์ 43 แยก 18 (ฝั่งขวา) แขวงบางโคล่,เขตบางคอแหลม,กทม.,"02-674-8107-8 , 089-162-7913",
91,EMCS,บจ.,เพิ่มทรัพย์การาจ,172 ซ.เพิ่มทรัพย์ ถ.กรุงเทพ-นนทบุรี แขวงบางซื่อ,เขตบางซื่อ,กทม.,"02-585-0593 , 02-985-6469",
92,EMCS,หจก.,จิวรวมยนต์รุ่งเรือง,1376/1 ถ.กรุงเทพ-นนทบุรี แขวงบางซื่อ,เขตบางซื่อ,กทม.,"02-587-2246 , 02-911-4465 , 02-911-4622",
93,EMCS,อู่,ซ้งการาจ,4 ซ.สวนฝรั่ง ถนนเลียบคลองประปา แขวงบางซื่อ,เขตบางซื่อ,กทม.,"02-587-9399 , 02-585-1194,02-585-1119",
94,EMCS,อู่,นําชัย เตาปูน,645/18 ม.1 ซ.กรุงเทพ-นนท์ 13 แขวงบางซื่อ,เขตบางซื่อ,กทม.,"02-911-5001-3 , 02-911-5385",
96,EMCS,บจ.,เจ.เอส.อินเตอร์กรุ๊ป จํากัด,30 ซ.ล้วน-เจืออนุสรณ์ 2 ถ.สุขุมวิท 70/3 แขวงบางนา,เขตบางนา,กทม.,"02-745-2141 , 02-361-3027 , 081-659-5542",", 081-341-5062"
98,EMCS,หจก.,อู่สนิทการาจ,71 ซ.ลาซาล 36 แขวงบางนา,เขตบางนา,กทม.,"02-749-0405-6 , 086-387-0299",
100,EMCS,อู่,สายน้ําทิพย์ เซอร์วิส,44 ซ.อุดมสุข 24 ถ.สุขุมวิท 103 แขวงบางนา,เขตบางนา,กทม.,02-747-8968-9,
102,EMCS,บจ.,เอส.เค.ที.คาร์ เซ็นเตอร์,115/521 ซ.เอกชัย 95 หมู่ที่ 4 ถ.เอกชัย แขวงบางบอน,เขตบางบอน,กทม.,"02-416-7576-8 , 02-416-7594",
103,EMCS,บจ.,เฮงบอดี้คาร์เซอร์วิส,,เขตบางบอน,กทม.,02-899-6961-7,
104,EMCS,บจ.,แสงประดิษฐการาจ,11/381-382 ม.10 ถ.เอกชัย แขวงบางบอน,เขตบางบอน,กทม.,"02-895-0730-2 , 086-322-5115",
105,EMCS,บจ.,ที.พี.ดี.ออโต้เซอร์วิส,118/2 ม.3 ซ.เอกชัย111 ถ.เอกชัย แขวงบางบอน,เขตบางบอน,กทม.,02-895-1458-9,
106,EMCS,หสม.,เจริญยนต์การช่าง,14/19 หมู่ที่ 9 ถ.สุขาภิบาล 1 แขวงบางบอน,เขตบางบอน,กทม.,02-415-4572 (02)415-5028,
107,EMCS,หจก.,ศูนย์บริการ เจ.เค.เซ็นเตอร์คาร์,942 ถ.เอกชัย แขวงบางบอน,เขตบางบอน,กทม.,"02-895-2020 ,02-890-8953,02-890-8947",
108,EMCS,บจ.,อู่อนันต์การช่าง (2009),9/1 ซ.บางบอน 13 ถ.บางบอน 1 แขวงบางบอน,เขตบางบอน,กทม.,"02-416-9015 , 02-899-4006",
109,EMCS,หจก.,มนตรี บอดี้คาร์,110/172-6 ม.4 ซ.เอกชัย 90 ถ.เอกชัย แขวงบางบอน,เขตบางบอน,กทม.,0-2416-2996 (02)-899-6146,
110,EMCS,หจก.,อู่ ที วี เค ยนต์,46/11 หมู่ 6 ถ.เอกชัย83/1 แขวงบางบอน,เขตบางบอน,กทม.,"02-899-9466,(02)899-5258 (087)588-8379",
111,EMCS,อู่,พัฒนายนต์ 87,65 ซ.จรัญสนิทวงศ์ 65 แขวงบางบําหรุ,เขตบางพลัด,กทม.,"02-424-2145 , 02-435-5562",
113,EMCS,บจ.,เอส ซี คาร์แคร์,64 ซอยจรัญสนิทวงศ์ 95/1 ถนนจรัญสนิทวงศ์ แขวงบางอ้อ,เขตบางพลัด,กทม.,"02-885-5636,02-435-5637-8",
114,EMCS,บจ.,แสงทองการช่าง,9/12 ม.11 ถนนนวลจันทร์ 28 แขวงคลองกุ่ม,เขตบึงกุ่ม,กทม.,02-509-5688-9,
115,EMCS,หจก.,เค.เอส.ออโต้,18/17 หมู่ที่ 7 แขวงคลองกุ่ม,เขตบึงกุ่ม,กทม.,02-509-1744,", 02-519-3768"
116,EMCS,หจก.,วินัยออโต้ เซอร์วิส,18/12 ม.8 ซ.แจ่มจันทร์ ถ.เกษตร-นวมินทร์ แขวงคลองกุ่ม,เขตบึงกุ่ม,กทม.,"02-508-0959 , 02-508-1047",
117,EMCS,อู่,ซาแอนด์กิม คาร์เซอร์วิส,12/13 ม.2 ถ.เสรีไทย แขวงคลองกุ่ม,เขตบึงกุ่ม,กทม.,"02-732-5965,67,78 , 02-375-8119 , 081-932-9086",
118,EMCS,บจ.,นวมินทร์การาจ,19/41 หมู่ 7 ถนนนวมินทร์ แขวงคลองกุ่ม,เขตบึงกุ่ม,กทม.,0-2949-7223-5,
119,EMCS,หจก.,พิษณุภัณฑ์ยนต์,4/11 ถ.เสรีไทย แขวงคลองกุ่ม,เขตบึงกุ่ม,กทม.,"02-377-6149,086-505-8840",
120,EMCS,บจ.,เค้าแสงทอง ออโต้ เซอร์วิส,,เขตบึงกุ่ม,กทม.,"02-947-8861,083-123-4452",
121,EMCS,บจ.,เอ พัฒนายนต์,27 หมู่ 12 ซ.นวลจันทร์ 60 ถ.นวลจันทร์ แขวงคลองกุ่ม,เขตบึงกุ่ม,กทม.,02-184-2697-8,
122,,บจ.,สยาม เอสแบรนด์(รับเฉพาะรถ ป.1),865 พระราม 1 ตรงข้ามสนามกีฬาแห่งชาติ แขวงวังใหม่,ปทุมวัน,กทม.,02-217-3028,
123,EMCS,บจ.,พี.ซี.ออโต้ เทคนิค,52/4 ม. 8 ทางไปสวนหลวงร.9 แขวงประเวศ,เขตประเวศ,กทม.,"02-726-7962 , 02-328-8728",
125,EMCS,หจก.,พัชรพร เอนเตอร์ไพรส์,172 ซ.อ่อนนุช 70/1 แขวงประเวศ,เขตประเวศ,กทม.,"02-322-7557,02-721-1952",
127,EMCS,อู่,ซ้งบริการ,,เขตประเวศ,กทม.,"02-322-8918,02-3225337",
128,EMCS,บจ.,คิส การาจ,9 ซ.เฉลิมพระเกียรติ ร.9 ซ.72 แยก 2 แขวงประเวศ,เขตประเวศ,กทม.,02-726-8126,
130,EMCS,บจ.,ทรงวุฒิ เซอร์วิส,2 ซ.อ่อนนุช 61 ถ.สุขุมวิท 77 แขวงประเวศ,เขตประเวศ,กทม.,"02-320-2947,322-0307",
133,EMCS,บจ.,สวนมะลิการาจ,13/4 ซ.นาคบํารุง ถ.บํารุงเมือง แขวงคลองมหานาค,เขตป้อมปราบ,กทม.,"02-224-9470 , 02-224-0866"
134,EMCS,บจ.,อู่ เอส.เอส.อินเตอร์กรุ๊ป,45 ซ.พึ่งมี 13 ถ.สุขุมวิท 93 แขวงบางจาก,เขตพระโขนง,กทม.,02- 332-6840-3
135,EMCS,หจก.,มูฟวิ่ง อัพ การาจ (2012),,เขตพระโขนง,กทม.,02-746-4244-5
136,EMCS,หจก.,เอส.พี.คาร์แคร์,3 ซ.พึ่งมี 17 ถ.สุขุมวิท แขวงบางจาก,เขตพระโขนง,กทม.,"02-742-6112-3 , 02-742-6153"
137,EMCS,บจ.,เอส.วี.ที.ออโต้,422 สุขุมวิท 93 (ซ.พึ่งมี 16) แขวงบางจาก,เขตพระโขนง,กทม.,"02-332-5063 , 086-982-3263"
138,EMCS,หจก.,ซี.พี.วี เซอร์วิส,621/29 ถ.สุขุมวิท 101/1 แขวงบางจาก,เขตพระโขนง,กทม.,"02-746-3498,393-4316"
139,EMCS,บจ.,ชาลีการาจ,1800/60 ซ.สุขุมวิท 54/1 แขวงบางจาก,เขตพระโขนง,กทม.,02-715-9573,
140,EMCS,บจ.,เดียร์ บอดี้ แอนด์ เพ็นท์ (1995),,เขตภาษีเจริญ,กทม.,"02-869-6994 , 02-467-4671 , 02-869-6663"
141,EMCS,บจ.,แอคทีฟ การาจ,96/2 ม.6 ซ.จรัญสนิทวงศ์ 13 แขวงบางแวก,เขตภาษีเจริญ,กทม.,"02-861-9487-8 , 081-801-9810"
142,EMCS,บจ.,เอกกิจออโต้ การาจ,86 หมู่15 ถ.เพชรเกษม 37-39 ต.บางหว้า,เขตภาษีเจริญ,กทม.,02-804-7273-5
143,EMCS,บจ.,ชอเส็งการาจ (1999),3/19 ม.11 ถ.จรัญสนิทวงศ์ 13 ซ.สุทธิ แขวงบางแวก,เขตภาษีเจริญ,กทม.,02-865-7635-6
144,EMCS,บจ.,อู่ ทองเพชรเกษม ออโต้เซอร์วิส,1 ซ.เพชรเกษม 46/2 ถ.เพชรเกษม แขวงบางหว้า,เขตภาษีเจริญ,กทม.,"02-869-7205-6 , 02-869-7207",
183,EMCS,บจ.,เจเอส ยนต์เซอร์วิส 2011,"30,32 ซ.อ่อนนุช46 ถ.สุขุมวิท77 แขวงสวนหลวง",เขตสวนหลวง,กทม.,"02-321-1101 , 02-322-8840-1"
184,EMCS,บจ.,เจริญยนต์ ออร์โต้สปอร์ต,243 ซ.อ่อนนุช 46 หมู่ 4 ถนนสุขุมวิท แขวงสวนหลวง,เขตสวนหลวง,กทม.,"02-321-8301,02-3225111",
190,EMCS,อู่,นิว เอ เอ็น,296 ซ.อ่อนนุช 39 ถนนสุขุมวิท แขวงสวนหลวง,เขตสวนหลวง,กทม.,02-721-3965
191,EMCS,อู่,นิว.เอส.เค.เซอร์วิส,107/2 ซ.พัฒนาการ 20 ถ.พัฒนาการ แขวงสวนหลวง,เขตสวนหลวง,กทม.,"02-314-2650 , 02-314-2281"
192,EMCS,อู่,มีสุวรรณการาจ,288 ซอยพัฒนาการ 38 แขวงสวนหลวง,เขตสวนหลวง,กทม.,"02-719-4372,02-719-5176"
193,EMCS,บจ.,ดับเบิ้ลยู.เอส.ซี.การาจ,59 ซ.พัฒนาการ 54 (พลเทพ) แขวงสวนหลวง,เขตสวนหลวง,กทม.,02-320-2608-9,
196,,บจ.,สยาม เอสแบรนด์(รับเฉพาะรถ ป.1),1136 ถ.ศรีนครินทร์ แขวงสวนหลวง,เขตสวนหลวง,กทม.,02-721-3111,
197,EMCS,หจก.,อู่ ที วี เค ยนต์,46/11 หมู่ 6 ถ.เอกชัย 83/1 แขวงบางบอน,เขตบางบอน,กทม.,"02-8999466,089-1407900,081-8184046",
198,EMCS,บจ.,เสถียร บอดี้คาร์ เซอร์วิส,183/9 ม.1 สุขาภิบาล 3 ถ.รามคําแหง แขวงสะพานสูง,เขตสะพานสูง,กทม.,"0-2373-5406,02-373-6467",
199,EMCS,บจ.,ปิยะการาจ,1578/5 ถ.จันทน์ แขวงทุ่งวัดดอน,เขตสาทร,กทม.,"02-213-0953 , 02-211-3567",
200,EMCS,บจ.,อู่ ส.วัฒนายนต์,62/5 ถ.นางลิ้นจี่ แขวงทุ่งมหาเมฆ,เขตสาทร,กทม.,02-286-1944,", 02-678-4259"
201,EMCS,อู่,ชาญกิจ เซอร์วิส,46/3 ถ.นางลิ้นจี่ แขวงทุ่งมหาเมฆ,เขตสาทร,กทม.,"02-678-5513-4 , 02-678-7714",
202,EMCS,บจ.,ศรีสยามเอนเตอร์ไพรส์,1/34 ม. 6 ซ.จามร ถ.พหลโยธิน แขวงสายไหม,เขตสายไหม,กทม.,02-531-1655,
203,EMCS,หจก.,ท.เจริญชัยยนต์ การช่าง,28/5 ม.2 ซ.จตุโชติ 15 ถ.จตุโชติ แขวงออเงิน,เขตสายไหม,กทม.,"02-992-4282-3 , 081-914-5473",
218,EMCS,หจก.,วินัยออโต้ เซ็นเตอร์เซอร์วิส,99/49 ซอยแจ้งวัฒนะ 15 ถนนแจ้งวัฒนะ แขวงทุ่งสองห้อง,เขตหลักสี่,กทม.,"02-574-4155-,02-981-7150",
222,EMCS,อู่,ประณีตยนต์,76/1 หมู่ที่ 4 ต.ธรรมศาลา,อ.เมือง,นครปฐม,"(034)395-390-1 , 081-933-6395",
223,,อู่,ประทีปการช่าง,111/1 ม.5 ต.ลําพยา,อ.เมือง,นครปฐม,(034)255-749,
225,,อู่,เสนาะการช่าง,285 ถนนสาครธนากร ต.ลําพยา,อ.เมือง,นครปฐม,"(034)272-766,081-658-3804",
226,,อู่,นารีรัตน์ เซอร์วิส,68/1 หมู่ 4 ต.บ้านยาง,อ.เมือง,นครปฐม,"(032)293-410,087-904-8844",
227,EMCS,อู่,ดี.ดี.การาจ 2009,1 ซ.เพชรเกษม 21 ต.บางแขม,อ.เมือง,นครปฐม,"081-856-8638,086-392-9226",
230,EMCS,อู่,พี เอส ยนต์,131 หมู่ 12 ต.สามง่าม,อ.ดอนตูม,นครปฐม,(034)-381-226 (089)984-3721,
231,EMCS,บจ.,ดีที.มอเตอร์,129/14 หมู่ 1 ต.สามง่าม,อ.ดอนตูม,นครปฐม,(034)371-163,
232,EMCS,บจ.,ยิ่งก้าว การช่าง,60/196 ม.8 ต.กระทุ่มล้ม,อ.สามพราน,นครปฐม,"02-429-2300 , 02-429-2273 , 02-814-1863",
233,EMCS,หจก.,อู่ไพบูลย์,24/1 ม.6 ซ.กระทุ่มล้ม22 ถ.พุทธมฌฑลสาย4 ต.กระทุ่มล้ม,อ.สามพราน,นครปฐม,"02-814-1724 , (02)814-1313",087-825-9575 (081)035-1141
235,,อู่,สาย 5 การาจ,55/11 ม.10 ถ.พุทธมณฑลสาย 5 ต.ไร่ขิง,อ.สามพราน,นครปฐม,086-892-5246,(02)420-1273 (086)629-6677 (080)427-2783
236,EMCS,หจก.,ห.จ.ก.วีเอ็มพี คาร์ เซอร์วิส,103 หมู่ 9 ถ.พุทธมณฑลสาย5 ต.ไร่ขิง,อ.สามพราน,นครปฐม,"02-810-2625,081-492-3060",
237,EMCS,อู่,พูนพัฒน์ยานยนต์,74/1 หมู่ 1 ต.บางเตย,อ.สามพราน,นครปฐม,"02-482-1497,081-334-5171,082-290-4007",
238,,อู่,ดวงอนันต์ออโต้เวิร์ค,45/52 หมู่ 3 ต.บางกระเบา,อ.นครชัยศรี,นครปฐม,"034-332-280,086-148-1787",
239,EMCS,อู่,นครปฐมการช่าง,99/89 หมู่ 9 ต.บางแขม,อ.เมือง,นครปฐม,(034)-219-502-3,
